frame,track_id,timestamp,center_x,center_y,x1,y1,x2,y2,x3,y3,x4,y4,class_id,lane_id,tl_state
0,0,0.132,1989.608834273168,35.30702723802966,2001.0612781448044,10.763106822435542,1979.0649846003184,10.359287178530291,1978.1563904015316,59.85094765362378,2000.1526839460175,60.25476729752903,1,8,
0,1,0.132,32.33866585737769,1167.3443635558508,7.769383089005455,1155.9464319782458,7.414393140555408,1177.9435677494432,56.907948625749924,1178.7422951334559,57.26293857419998,1156.7451593622584,1,1,
0,-1,0.132,1813.0,1228.0,1810.25,1225.25,1810.25,1230.75,1815.75,1230.75,1815.75,1225.25,2,0,green
0,-2,0.132,1813.0,1199.0,1810.25,1196.25,1810.25,1201.75,1815.75,1201.75,1815.75,1196.25,2,1,green
0,-3,0.132,1813.0,1157.0,1810.25,1154.25,1810.25,1159.75,1815.75,1159.75,1815.75,1154.25,2,2,red
0,-4,0.132,2128.0,1124.0,2125.25,1121.25,2125.25,1126.75,2130.75,1126.75,2130.75,1121.25,2,3,green
0,-5,0.132,2128.0,1095.0,2125.25,1092.25,2125.25,1097.75,2130.75,1097.75,2130.75,1092.25,2,5,green
0,-6,0.132,2228.0,1033.0,2225.25,1030.25,2225.25,1035.75,2230.75,1035.75,2230.75,1030.25,2,6,green
0,-7,0.132,1900.0,933.0,1897.25,930.25,1897.25,935.75,1902.75,935.75,1902.75,930.25,2,7,green
0,-8,0.132,1970.0,950.0,1967.25,947.25,1967.25,952.75,1972.75,952.75,1972.75,947.25,2,8,red
0,-9,0.132,2012.0,954.0,2009.25,951.25,2009.25,956.75,2014.75,956.75,2014.75,951.25,2,9,red
1,0,0.264,1989.2048941126352,57.3098853941043,2000.6573379842716,32.76596497851018,1978.6610444397857,32.36214533460493,1977.7524502409988,81.85380580969841,1999.7487437854847,82.25762545360367,1,8,
1,1,0.264,54.46886844469577,1167.7015009376162,29.899585676323532,1156.3035693600111,29.544595727873492,1178.3007051312086,79.038151213068,1179.0994325152212,79.39314116151806,1157.1022967440238,1,1,
1,-1,0.264,1813.0,1228.0,1810.25,1225.25,1810.25,1230.75,1815.75,1230.75,1815.75,1225.25,2,0,green
1,-2,0.264,1813.0,1199.0,1810.25,1196.25,1810.25,1201.75,1815.75,1201.75,1815.75,1196.25,2,1,green
