frame,track_id,timestamp,center_x,center_y,x1,y1,x2,y2,x3,y3,x4,y4,class_id,lane_id,tl_state
0,0,0.1,3811.210640355089,1121.7898626223318,3835.7901564118206,1133.165709422323,3836.1253776054696,1111.1682635080508,3786.631124298357,1110.4140158223406,3786.295903104708,1132.4114617366129,1,5,
0,1,0.1,3812.073869151083,1154.7322354668795,3836.656818688956,1166.1006606884478,3836.9853983873163,1144.1031145666227,3787.49091961321,1143.3638102453112,3787.1623399148493,1165.3613563671363,1,3,
0,-1,0.1,1813.0,1228.0,1810.25,1225.25,1810.25,1230.75,1815.75,1230.75,1815.75,1225.25,2,0,green
0,-2,0.1,1813.0,1199.0,1810.25,1196.25,1810.25,1201.75,1815.75,1201.75,1815.75,1196.25,2,1,green
0,-3,0.1,1813.0,1157.0,1810.25,1154.25,1810.25,1159.75,1815.75,1159.75,1815.75,1154.25,2,2,red
0,-4,0.1,2128.0,1124.0,2125.25,1121.25,2125.25,1126.75,2130.75,1126.75,2130.75,1121.25,2,3,green
0,-5,0.1,2128.0,1095.0,2125.25,1092.25,2125.25,1097.75,2130.75,1097.75,2130.75,1092.25,2,5,green
0,-6,0.1,2228.0,1033.0,2225.25,1030.25,2225.25,1035.75,2230.75,1035.75,2230.75,1030.25,2,6,green
0,-7,0.1,1900.0,933.0,1897.25,930.25,1897.25,935.75,1902.75,935.75,1902.75,930.25,2,7,green
0,-8,0.1,1970.0,950.0,1967.25,947.25,1967.25,952.75,1972.75,952.75,1972.75,947.25,2,8,red
0,-9,0.1,2012.0,954.0,2009.25,951.25,2009.25,956.75,2014.75,956.75,2014.75,951.25,2,9,red
1,0,0.2,3796.894807623242,1121.5717022706642,3821.4743236799736,1132.9475490706554,3821.8095448736226,1110.9501031563832,3772.31529156651,1110.195855470673,3771.980070372861,1132.1933013849452,1,5,
1,1,0.2,3793.6062059648216,1154.4563820073363,3818.1891555026946,1165.8248072289045,3818.517735201055,1143.8272611070793,3769.0232564269486,1143.087956785768,3768.694676728588,1165.0855029075933,1,3,
1,-1,0.2,1813.0,1228.0,1810.25,1225.25,1810.25,1230.75,1815.75,1230.75,1815.75,1225.25,2,0,green
1,-2,0.2,1813.0,1199.0,1810.25,1196.25,1810.25,1201.75,1815.75,1201.75,1815.75,1196.25,2,1,green
1,-3,0.2,1813.0,1157.0,1810.25,1154.25,1810.25,1159.75,1815.75,1159.75,1815.75,1154.25,2,2,red
1,-4,0.2,2128.0,1124.0,2125.25,1121.25,2125.25,1126.75,2130.75,1126.75,2130.75,1121.25,2,3,green
1,-5,0.2,2128.0,1095.0,2125.25,1092.25,2125.25,1097.75,2130.75,1097.75,2130.75,1092.25,2,5,green
1,-6,0.2,2228.0,1033.0,2225.25,1030.25,2225.25,1035.75,2230.75,1035.75,2230.75,1030.25,2,6,green
1,-7,0.2,1900.0,933.0,1897.25,930.25,1897.25,935.75,1902.75,935.75,1902.75,930.25,2,7,green
1,-8,0.2,1970.0,950.0,1967.25,947.25,1967.25,952.75,1972.75,952.75,1972.75,947.25,2,8,red
1,-9,0.2,2012.0,954.0,2009.25,951.25,2009.25,956.75,2014.75,956.75,2014.75,951.25,2,9,red
2,0,0.30000000000000004,3782.0525018044596,1121.345518944997,3806.6320178611913,1132.7213657449881,3806.9672390548403,1110.7239198307159,3757.4729857477278,1109.9696721450057,3757.137764554079,1131.967118059278,1,5,
2,1,0.30000000000000004,3774.5970104412163,1154.1724396213704,3799.1799599790893,1165.5408648429386,3799.50853967745,1143.5433187211133,3750.0140609033433,1142.804014399802,3749.685481204983,1164.8015605216274,1,3,
2,-1,0.30000000000000004,1813.0,1228.0,1810.25,1225.25,1810.25,1230.75,1815.75,1230.75,1815.75,1225.25,2,0,green
2,-2,0.30000000000000004,1813.0,1199.0,1810.25,1196.25,1810.25,1201.75,1815.75,1201.75,1815.75,1196.25,2,1,green
2,-3,0.30000000000000004,1813.0,1157.0,1810.25,1154.25,1810.25,1159.75,1815.75,1159.75,1815.75,1154.25,2,2,red
2,-4,0.30000000000000004,2128.0,1124.0,2125.25,1121.25,2125.25,1126.75,2130.75,1126.75,2130.75,1121.25,2,3,green
2,-5,0.30000000000000004,2128.0,1095.0,2125.25,1092.25,2125.25,1097.75,2130.75,1097.75,2130.75,1092.25,2,5,green
2,-6,0.30000000000000004,2228.0,1033.0,2225.25,1030.25,2225.25,1035.75,2230.75,1035.75,2230.75,1030.25,2,6,green
2,-7,0.30000000000000004,1900.0,933.0,1897.25,930.25,1897.25,935.75,1902.75,935.75,1902.75,930.25,2,7,green
2,-8,0.30000000000000004,1970.0,950.0,1967.25,947.25,1967.25,952.75,1972.75,952.75,1972.75,947.25,2,8,red
2,-9,0.30000000000000004,2012.0,954.0,2009.25,951.25,2009.25,956.75,2014.75,956.75,2014.75,951.25,2,9,red
3,0,0.4,3766.683722898742,1121.1113126453301,3791.2632389554738,1132.4871594453211,3791.5984601491227,1110.4897135310491,3742.10420684201,1109.7354658453391,3741.768985648361,1131.7329117596112,1,5,
3,1,0.4,3755.0462825802665,1153.880408308982,3779.6292321181395,1165.2488335305502,3779.9578118165,1143.2512874087251,3730.4633330423935,1142.5119830874137,3730.134753344033,1164.5095292092387,1,3,
3,-1,0.4,1813.0,1228.0,1810.25,1225.25,1810.25,1230.75,1815.75,1230.75,1815.75,1225.25,2,0,green
3,-2,0.4,1813.0,1199.0,1810.25,1196.25,1810.25,1201.75,1815.75,1201.75,1815.75,1196.25,2,1,green
3,-3,0.4,1813.0,1157.0,1810.25,1154.25,1810.25,1159.75,1815.75,1159.75,1815.75,1154.25,2,2,red
3,-4,0.4,2128.0,1124.0,2125.25,1121.25,2125.25,1126.75,2130.75,1126.75,2130.75,1121.25,2,3,green
3,-5,0.4,2128.0,1095.0,2125.25,1092.25,2125.25,1097.75,2130.75,1097.75,2130.75,1092.25,2,5,green
3,-6,0.4,2228.0,1033.0,2225.25,1030.25,2225.25,1035.75,2230.75,1035.75,2230.75,1030.25,2,6,green
3,-7,0.4,1900.0,933.0,1897.25,930.25,1897.25,935.75,1902.75,935.75,1902.75,930.25,2,7,green
3,-8,0.4,1970.0,950.0,1967.25,947.25,1967.25,952.75,1972.75,952.75,1972.75,947.25,2,8,red
3,-9,0.4,2012.0,954.0,2009.25,951.25,2009.25,956.75,2014.75,956.75,2014.75,951.25,2,9,red
4,0,0.5,3750.7884709060886,1120.8690833716641,3775.3679869628204,1132.2449301716554,3775.7032081564694,1110.2474842573831,3726.208954849357,1109.493236571673,3725.873733655708,1131.4906824859452,1,5,
4,1,0.5,3734.9540223819727,1153.580288070171,3759.5369719198457,1164.9487132917393,3759.865551618206,1142.9511671699142,3710.3710728440997,1142.2118628486028,3710.042493145739,1164.2094089704278,1,3,
4,-1,0.5,1813.0,1228.0,1810.25,1225.25,1810.25,1230.75,1815.75,1230.75,1815.75,1225.25,2,0,green
4,-2,0.5,1813.0,1199.0,1810.25,1196.25,1810.25,1201.75,1815.75,1201.75,1815.75,1196.25,2,1,green
4,-3,0.5,1813.0,1157.0,1810.25,1154.25,1810.25,1159.75,1815.75,1159.75,1815.75,1154.25,2,2,red
4,-4,0.5,2128.0,1124.0,2125.25,1121.25,2125.25,1126.75,2130.75,1126.75,2130.75,1121.25,2,3,green
4,-5,0.5,2128.0,1095.0,2125.25,1092.25,2125.25,1097.75,2130.75,1097.75,2130.75,1092.25,2,5,green
4,-6,0.5,2228.0,1033.0,2225.25,1030.25,2225.25,1035.75,2230.75,1035.75,2230.75,1030.25,2,6,green
4,-7,0.5,1900.0,933.0,1897.25,930.25,1897.25,935.75,1902.75,935.75,1902.75,930.25,2,7,green
4,-8,0.5,1970.0,950.0,1967.25,947.25,1967.25,952.75,1972.75,952.75,1972.75,947.25,2,8,red
4,-9,0.5,2012.0,954.0,2009.25,951.25,2009.25,956.75,2014.75,956.75,2014.75,951.25,2,9,red
5,0,0.6,3734.3667458265,1120.618831123998,3758.9462618832317,1131.9946779239892,3759.2814830768807,1109.997232009717,3709.787229769768,1109.2429843240068,3709.452008576119,1131.240430238279,1,5,
